0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
PRJNA604849	SAMN14000291	SWEntR-0331	SWEntR-0331	SWEntR_0331		Enterococcus faecium	Canada/Alberta	Feedlot C	50.3494° N, 113.7750° W	NWS	S	S	S	I	R	S	S	S	S	I	S	S	genomes/zaheer_2020_alberta/SRR14026494/SRR14026494_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026494/SRR14026494_2.fastq.gz	10678_8#48	ERP003621	ERS325529	ERR369985		Enterococcus faecium	2.0	117	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR369985/ERR369985_1.fastq.gz	genomes/gouliouris_2018_uk/ERR369985/ERR369985_2.fastq.gz
PRJNA604849	SAMN14000290	Ent-0004	Ent-0004	Ent_0004		Enterococcus faecium	Canada/Alberta	Feedlot A	51.4962° N, 113.5103° W	NWS	S	S	S	S	I	S	S	S	I	S	S	S	genomes/zaheer_2020_alberta/SRR14026491/SRR14026491_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026491/SRR14026491_2.fastq.gz	10678_8#51	ERP003621	ERS325626	ERR369988	Removed for deduplication in original paper (10.1128/mBio.01780-18)	Enterococcus faecium	1.0	132	United Kingdom	Human invasive infection	Hospital 1	R	R	Downloaded		
PRJNA604849	SAMN14000289	Ent-0010	Ent-0010	Ent_0010		Enterococcus faecium	Canada/Alberta	Feedlot A	51.4962° N, 113.5103° W	NWS	S	S	S	S	I	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026487/SRR14026487_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026487/SRR14026487_2.fastq.gz	10678_8#53	ERP003621	ERS325705	ERR369990		Enterococcus faecium	2.0	117	United Kingdom	Human invasive infection	Hospital 1	R	S		genomes/gouliouris_2018_uk/ERR369990/ERR369990_1.fastq.gz	genomes/gouliouris_2018_uk/ERR369990/ERR369990_2.fastq.gz
PRJNA604849	SAMN14000288	Ent-0032	Ent-0032	Ent_0032		Enterococcus faecium	Canada/Alberta	Feedlot C	50.3494° N, 113.7750° W	NWS	S	S	S	S	I	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026498/SRR14026498_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026498/SRR14026498_2.fastq.gz	10678_8#54	ERP003621	ERS325827	ERR369991		Enterococcus faecium	1.0	18	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR369991/ERR369991_1.fastq.gz	genomes/gouliouris_2018_uk/ERR369991/ERR369991_2.fastq.gz
PRJNA604849	SAMN14000287	Ent-0081	Ent-0081	Ent_0081		Enterococcus faecium	Canada/Alberta	Feedlot A	51.4962° N, 113.5103° W	NWS	S	S	S	S	S	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026501/SRR14026501_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026501/SRR14026501_2.fastq.gz	10678_8#55	ERP003621	ERS325715	ERR369992		Enterococcus faecium	9.0	192	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR369992/ERR369992_1.fastq.gz	genomes/gouliouris_2018_uk/ERR369992/ERR369992_2.fastq.gz
PRJNA604849	SAMN14000286	Ent-0189	Ent-0189	Ent_0189		Enterococcus faecium	Canada/Alberta	Feedlot A	51.4962° N, 113.5103° W	NWS	S	S	S	R	S	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026472/SRR14026472_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026472/SRR14026472_2.fastq.gz	10678_8#56	ERP003621	ERS325780	ERR369993		Enterococcus faecium	9.0	203	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR369993/ERR369993_1.fastq.gz	genomes/gouliouris_2018_uk/ERR369993/ERR369993_2.fastq.gz
PRJNA604849	SAMN14000285	SWEnt-0923	SWEnt-0923	SWEnt_0923		Enterococcus faecium	Canada/Alberta	Feedlot A	51.4962° N, 113.5103° W	NWS	S	S	S	S	R	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026469/SRR14026469_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026469/SRR14026469_2.fastq.gz	10678_8#58	ERP003621	ERS325737	ERR369995		Enterococcus faecium	9.0	192	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR369995/ERR369995_1.fastq.gz	genomes/gouliouris_2018_uk/ERR369995/ERR369995_2.fastq.gz
PRJNA604849	SAMN14000284	SWEnt-0924	SWEnt-0924	SWEnt_0924		Enterococcus faecium	Canada/Alberta	Feedlot A	51.4962° N, 113.5103° W	NWS	S	S	S	R	R	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026483/SRR14026483_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026483/SRR14026483_2.fastq.gz	10678_8#59	ERP003621	ERS325845	ERR369996		Enterococcus faecium	1.0	18	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR369996/ERR369996_1.fastq.gz	genomes/gouliouris_2018_uk/ERR369996/ERR369996_2.fastq.gz
PRJNA604849	SAMN14000283	SWEnt-0939	SWEnt-0939	SWEnt_0939		Enterococcus faecium	Canada/Alberta	Feedlot A	51.4962° N, 113.5103° W	NWS	S	S	S	S	I	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026457/SRR14026457_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026457/SRR14026457_2.fastq.gz	10678_8#60	ERP003621	ERS325714	ERR369997		Enterococcus faecium	1.0	17	United Kingdom	Human invasive infection	Hospital 2	R	S		genomes/gouliouris_2018_uk/ERR369997/ERR369997_1.fastq.gz	genomes/gouliouris_2018_uk/ERR369997/ERR369997_2.fastq.gz
PRJNA604849	SAMN14000282	SWEnt-0943	SWEnt-0943	SWEnt_0943		Enterococcus faecium	Canada/Alberta	Feedlot C	50.3494° N, 113.7750° W	NWS	S	S	S	I	S	S	S	S	S	I	S	S	genomes/zaheer_2020_alberta/SRR14026447/SRR14026447_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026447/SRR14026447_2.fastq.gz	10678_8#61	ERP003621	ERS325928	ERR369998		Enterococcus faecium	1.0	18	United Kingdom	Human invasive infection	Hospital 1	R	S		genomes/gouliouris_2018_uk/ERR369998/ERR369998_1.fastq.gz	genomes/gouliouris_2018_uk/ERR369998/ERR369998_2.fastq.gz
PRJNA604849	SAMN14000281	SWEnt-0978	SWEnt-0978	SWEnt_0978		Enterococcus faecium	Canada/Alberta	Feedlot C	50.3494° N, 113.7750° W	NWS	S	S	S	S	I	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026489/SRR14026489_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026489/SRR14026489_2.fastq.gz	10678_8#62	ERP003621	ERS325722	ERR369999		Enterococcus faecium	9.0	203	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR369999/ERR369999_1.fastq.gz	genomes/gouliouris_2018_uk/ERR369999/ERR369999_2.fastq.gz
PRJNA604849	SAMN14000280	SWEnt-0980	SWEnt-0980	SWEnt_0980		Enterococcus faecium	Canada/Alberta	Feedlot C	50.3494° N, 113.7750° W	NWS	S	S	S	R	I	S	S	S	I	S	S	S	genomes/zaheer_2020_alberta/SRR14026463/SRR14026463_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026463/SRR14026463_2.fastq.gz	10678_8#63	ERP003621	ERS325835	ERR370000		Enterococcus faecium	9.0	203	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR370000/ERR370000_1.fastq.gz	genomes/gouliouris_2018_uk/ERR370000/ERR370000_2.fastq.gz
PRJNA604849	SAMN14000279	SWEnt-0984	SWEnt-0984	SWEnt_0984		Enterococcus faecium	Canada/Alberta	Feedlot C	50.3494° N, 113.7750° W	NWS	S	S	S	S	I	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026480/SRR14026480_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026480/SRR14026480_2.fastq.gz	10678_8#64	ERP003621	ERS325836	ERR370001		Enterococcus faecium	2.0	117	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR370001/ERR370001_1.fastq.gz	genomes/gouliouris_2018_uk/ERR370001/ERR370001_2.fastq.gz
PRJNA604849	SAMN14000278	SWEnt-1012	SWEnt-1012	SWEnt_1012		Enterococcus faecium	Canada/Alberta	Feedlot A	51.4962° N, 113.5103° W	NWS	S	S	S	S	R	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026504/SRR14026504_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026504/SRR14026504_2.fastq.gz	10678_8#66	ERP003621	ERS325468	ERR370003		Enterococcus faecium	1.0	290	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR370003/ERR370003_1.fastq.gz	genomes/gouliouris_2018_uk/ERR370003/ERR370003_2.fastq.gz
PRJNA604849	SAMN14000277	SWEnt-1013	SWEnt-1013	SWEnt_1013		Enterococcus faecium	Canada/Alberta	Feedlot A	51.4962° N, 113.5103° W	NWS	S	S	S	S	S	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026443/SRR14026443_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026443/SRR14026443_2.fastq.gz	10678_8#67	ERP003621	ERS325803	ERR370004	Removed for deduplication in original paper (10.1128/mBio.01780-18)	Enterococcus faecium	9.0	192	United Kingdom	Human invasive infection	Hospital 1	R	R	Downloaded		
PRJNA604849	SAMN14000276	SWEnt-1077	SWEnt-1077	SWEnt_1077		Enterococcus faecium	Canada/Alberta	Feedlot C	50.3494° N, 113.7750° W	NWS	S	S	S	S	I	S	S	S	S	S	S	S	genomes/zaheer_2020_alberta/SRR14026474/SRR14026474_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026474/SRR14026474_2.fastq.gz	10678_8#68	ERP003621	ERS325593	ERR370005		Enterococcus faecium	9.0	78	United Kingdom	Human invasive infection	Hospital 1	R	S		genomes/gouliouris_2018_uk/ERR370005/ERR370005_1.fastq.gz	genomes/gouliouris_2018_uk/ERR370005/ERR370005_2.fastq.gz
PRJNA604849	SAMN14000275	EntR-0194	EntR-0194	EntR_0194		Enterococcus faecium	Canada/Alberta	Feedlot C	50.3494° N, 113.7750° W	NWS	S	S	S	R	R	S	S	S	I	I	S	S	genomes/zaheer_2020_alberta/SRR14026490/SRR14026490_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14026490/SRR14026490_2.fastq.gz	10678_8#7	ERP003621	ERS325946	ERR369944		Enterococcus faecium	9.0	616	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR369944/ERR369944_1.fastq.gz	genomes/gouliouris_2018_uk/ERR369944/ERR369944_2.fastq.gz
